Naturaleza de la finca;Provincias;Duración en años;Número e importe;Periodo;Total
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;2002;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;2001;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;2000;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;1999;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;1998;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;1997;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;1996;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;1995;""
Total bienes muebles;18 Granada;No consta;Importe de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;2003;80
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;2001;1
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;1996;3
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;Total;Número de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;2003;10.000
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;2001;90
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;1996;1.875
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;Total;Importe de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;2003;80
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;2001;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;1996;3
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Número de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;2003;10.000
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;2001;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;1996;1.875
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;Hasta 9 años;Importe de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;2003;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;2001;1
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;1996;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Número de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;2003;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;2001;90
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;1996;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;De 10 a 15 años;Importe de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;2003;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;2001;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;1996;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Número de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;2003;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;2001;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;1996;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;Mayor de 15 años;Importe de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;2003;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;2001;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;1996;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;No consta;Número de hipotecas;1994;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;2003;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;2002;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;2001;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;2000;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;1999;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;1998;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;1997;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;1996;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;1995;""
Total bienes muebles;19 Guadalajara;No consta;Importe de hipotecas;1994;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;2003;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;2002;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;2001;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;2000;1
Total bienes muebles;21 Huelva;Total;Número de hipotecas;1999;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;1998;1
Total bienes muebles;21 Huelva;Total;Número de hipotecas;1997;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;1996;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;1995;""
Total bienes muebles;21 Huelva;Total;Número de hipotecas;1994;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;2003;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;2002;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;2001;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;2000;66
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;1999;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;1998;511
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;1997;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;1996;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;1995;""
Total bienes muebles;21 Huelva;Total;Importe de hipotecas;1994;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;2003;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;2002;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;2001;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;2000;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;1999;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;1998;1
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;1997;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;1996;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;1995;""
Total bienes muebles;21 Huelva;Hasta 9 años;Número de hipotecas;1994;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;2003;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;2002;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;2001;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;2000;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;1999;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;1998;511
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;1997;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;1996;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;1995;""
Total bienes muebles;21 Huelva;Hasta 9 años;Importe de hipotecas;1994;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;2003;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;2002;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;2001;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;2000;1
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;1999;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;1998;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;1997;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;1996;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;1995;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Número de hipotecas;1994;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;2003;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;2002;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;2001;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;2000;66
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;1999;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;1998;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;1997;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;1996;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;1995;""
Total bienes muebles;21 Huelva;De 10 a 15 años;Importe de hipotecas;1994;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;2003;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;2002;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;2001;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;2000;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;1999;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;1998;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;1997;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;1996;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;1995;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Número de hipotecas;1994;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;2003;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;2002;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;2001;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;2000;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;1999;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;1998;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;1997;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;1996;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;1995;""
Total bienes muebles;21 Huelva;Mayor de 15 años;Importe de hipotecas;1994;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;2003;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;2002;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;2001;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;2000;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;1999;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;1998;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;1997;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;1996;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;1995;""
Total bienes muebles;21 Huelva;No consta;Número de hipotecas;1994;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;2003;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;2002;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;2001;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;2000;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;1999;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;1998;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;1997;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;1996;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;1995;""
Total bienes muebles;21 Huelva;No consta;Importe de hipotecas;1994;""
Total bienes muebles;22 Huesca;Total;Número de hipotecas;2003;4
Total bienes muebles;22 Huesca;Total;Número de hipotecas;2002;4
Total bienes muebles;22 Huesca;Total;Número de hipotecas;2001;88
Total bienes muebles;22 Huesca;Total;Número de hipotecas;2000;""
Total bienes muebles;22 Huesca;Total;Número de hipotecas;1999;5
Total bienes muebles;22 Huesca;Total;Número de hipotecas;1998;4
Total bienes muebles;22 Huesca;Total;Número de hipotecas;1997;13
Total bienes muebles;22 Huesca;Total;Número de hipotecas;1996;22
Total bienes muebles;22 Huesca;Total;Número de hipotecas;1995;40
Total bienes muebles;22 Huesca;Total;Número de hipotecas;1994;29
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;2003;1.532
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;2002;1.147
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;2001;22.827
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;2000;""
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;1999;258
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;1998;66
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;1997;3.113
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;1996;126
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;1995;950
Total bienes muebles;22 Huesca;Total;Importe de hipotecas;1994;962
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;2003;3
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;2002;2
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;2001;87
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;2000;""
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;1999;5
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;1998;4
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;1997;10
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;1996;22
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;1995;32
Total bienes muebles;22 Huesca;Hasta 9 años;Número de hipotecas;1994;29
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;2003;810
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;2002;116
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;2001;22.815
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;2000;""
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;1999;258
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;1998;66
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;1997;1.533
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;1996;126
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;1995;697
Total bienes muebles;22 Huesca;Hasta 9 años;Importe de hipotecas;1994;962
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;2003;1
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;2002;2
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;2001;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;2000;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;1999;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;1998;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;1997;2
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;1996;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;1995;8
Total bienes muebles;22 Huesca;De 10 a 15 años;Número de hipotecas;1994;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;2003;722
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;2002;1.031
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;2001;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;2000;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;1999;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;1998;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;1997;1.509
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;1996;""
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;1995;252
Total bienes muebles;22 Huesca;De 10 a 15 años;Importe de hipotecas;1994;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;2003;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;2002;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;2001;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;2000;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;1999;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;1998;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;1997;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;1996;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;1995;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Número de hipotecas;1994;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;2003;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;2002;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;2001;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;2000;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;1999;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;1998;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;1997;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;1996;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;1995;""
Total bienes muebles;22 Huesca;Mayor de 15 años;Importe de hipotecas;1994;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;2003;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;2002;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;2001;1
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;2000;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;1999;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;1998;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;1997;1
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;1996;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;1995;""
Total bienes muebles;22 Huesca;No consta;Número de hipotecas;1994;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;2003;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;2002;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;2001;12
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;2000;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;1999;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;1998;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;1997;66
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;1996;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;1995;""
Total bienes muebles;22 Huesca;No consta;Importe de hipotecas;1994;""
Total bienes muebles;23 Jaén;Total;Número de hipotecas;2003;7
Total bienes muebles;23 Jaén;Total;Número de hipotecas;2002;88
Total bienes muebles;23 Jaén;Total;Número de hipotecas;2001;""
Total bienes muebles;23 Jaén;Total;Número de hipotecas;2000;6
Total bienes muebles;23 Jaén;Total;Número de hipotecas;1999;14
Total bienes muebles;23 Jaén;Total;Número de hipotecas;1998;9
Total bienes muebles;23 Jaén;Total;Número de hipotecas;1997;1
Total bienes muebles;23 Jaén;Total;Número de hipotecas;1996;7
Total bienes muebles;23 Jaén;Total;Número de hipotecas;1995;2
Total bienes muebles;23 Jaén;Total;Número de hipotecas;1994;5
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;2003;92
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;2002;2.880
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;2001;""
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;2000;1.971
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;1999;132
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;1998;174
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;1997;24
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;1996;78
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;1995;24
Total bienes muebles;23 Jaén;Total;Importe de hipotecas;1994;30
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;2003;5
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;2002;84
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;2001;""
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;2000;""
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;1999;14
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;1998;9
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;1997;1
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;1996;1
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;1995;2
Total bienes muebles;23 Jaén;Hasta 9 años;Número de hipotecas;1994;3
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;2003;90
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;2002;582
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;2001;""
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;2000;""
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;1999;132
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;1998;174
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;1997;24
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;1996;66
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;1995;24
Total bienes muebles;23 Jaén;Hasta 9 años;Importe de hipotecas;1994;24
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;2003;2
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;2002;1
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;2001;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;2000;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;1999;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;1998;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;1997;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;1996;6
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;1995;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Número de hipotecas;1994;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;2003;2
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;2002;246
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;2001;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;2000;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;1999;""
Total bienes muebles;23 Jaén;De 10 a 15 años;Importe de hipotecas;1998;""
