Naturaleza de la finca;Provincias;Duración en años;Número e importe;Periodo;Total
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;1995;3.576
Total fincas urbanas;01 Araba/Álava;Total;Número de hipotecas;1994;4.128
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;2003;733.222
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;2002;720.975
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;2001;525.862
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;2000;584.496
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;1999;546.572
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;1998;435.836
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;1997;387.346
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;1996;271.694
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;1995;265.623
Total fincas urbanas;01 Araba/Álava;Total;Importe de hipotecas;1994;294.219
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2003;295
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2002;346
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2001;358
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;2000;261
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1999;291
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1998;281
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1997;343
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1996;364
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1995;342
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Número de hipotecas;1994;441
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2003;102.444
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2002;145.365
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2001;92.773
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;2000;81.720
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1999;115.046
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1998;71.773
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1997;56.603
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1996;54.374
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1995;57.547
Total fincas urbanas;01 Araba/Álava;Hasta 9 años;Importe de hipotecas;1994;57.811
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2003;1.014
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2002;1.171
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2001;1.131
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;2000;1.443
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1999;1.681
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1998;1.590
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1997;1.942
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1996;1.689
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1995;1.799
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Número de hipotecas;1994;2.479
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2003;114.122
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2002;137.189
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2001;119.067
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;2000;132.734
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1999;130.245
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1998;123.622
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1997;127.174
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1996;101.192
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1995;103.627
Total fincas urbanas;01 Araba/Álava;De 10 a 15 años;Importe de hipotecas;1994;151.419
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2003;3.281
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2002;3.790
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2001;2.871
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;2000;3.089
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1999;3.081
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1998;2.682
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1997;2.682
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1996;1.564
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1995;1.431
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Número de hipotecas;1994;1.205
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2003;514.168
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2002;438.199
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2001;313.552
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;2000;369.917
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1999;301.233
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1998;240.399
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1997;203.118
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1996;116.128
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1995;104.288
Total fincas urbanas;01 Araba/Álava;Mayor de 15 años;Importe de hipotecas;1994;84.851
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;2003;8
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;2002;3
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;2001;5
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;2000;3
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;1999;2
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;1998;2
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;1997;3
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;1996;""
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;1995;4
Total fincas urbanas;01 Araba/Álava;No consta;Número de hipotecas;1994;3
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;2003;2.488
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;2002;222
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;2001;470
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;2000;126
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;1999;42
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;1998;42
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;1997;451
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;1996;""
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;1995;162
Total fincas urbanas;01 Araba/Álava;No consta;Importe de hipotecas;1994;138
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;2003;21.972
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;2002;20.965
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;2001;18.732
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;2000;17.203
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;1999;17.214
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;1998;15.119
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;1997;12.750
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;1996;11.121
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;1995;11.637
Total fincas urbanas;33 Asturias;Total;Número de hipotecas;1994;13.313
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;2003;1.993.843
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;2002;1.748.721
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;2001;1.582.574
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;2000;1.243.957
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;1999;1.136.568
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;1998;869.863
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;1997;696.441
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;1996;521.582
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;1995;556.874
Total fincas urbanas;33 Asturias;Total;Importe de hipotecas;1994;602.869
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;2003;1.052
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;2002;1.232
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;2001;776
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;2000;719
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;1999;744
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;1998;858
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;1997;910
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;1996;904
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;1995;1.041
Total fincas urbanas;33 Asturias;Hasta 9 años;Número de hipotecas;1994;1.290
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;2003;195.082
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;2002;178.133
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;2001;136.743
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;2000;109.402
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;1999;92.724
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;1998;83.535
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;1997;75.403
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;1996;52.901
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;1995;65.570
Total fincas urbanas;33 Asturias;Hasta 9 años;Importe de hipotecas;1994;91.919
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;2003;4.391
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;2002;4.063
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;2001;4.042
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;2000;4.380
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;1999;5.100
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;1998;5.049
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;1997;5.434
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;1996;5.006
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;1995;4.972
Total fincas urbanas;33 Asturias;De 10 a 15 años;Número de hipotecas;1994;7.059
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;2003;365.873
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;2002;308.826
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;2001;322.953
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;2000;265.774
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;1999;298.907
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;1998;259.763
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;1997;280.474
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;1996;220.632
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;1995;226.714
Total fincas urbanas;33 Asturias;De 10 a 15 años;Importe de hipotecas;1994;290.601
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;2003;16.456
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;2002;15.618
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;2001;13.862
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;2000;11.797
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;1999;11.307
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;1998;9.155
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;1997;6.354
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;1996;5.161
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;1995;5.617
Total fincas urbanas;33 Asturias;Mayor de 15 años;Número de hipotecas;1994;4.940
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;2003;1.425.874
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;2002;1.256.616
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;2001;1.116.466
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;2000;863.672
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;1999;740.050
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;1998;523.968
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;1997;338.280
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;1996;239.684
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;1995;263.796
Total fincas urbanas;33 Asturias;Mayor de 15 años;Importe de hipotecas;1994;218.324
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;2003;73
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;2002;52
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;2001;52
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;2000;307
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;1999;63
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;1998;57
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;1997;52
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;1996;50
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;1995;7
Total fincas urbanas;33 Asturias;No consta;Número de hipotecas;1994;24
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;2003;7.014
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;2002;5.146
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;2001;6.412
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;2000;5.109
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;1999;4.892
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;1998;2.596
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;1997;2.284
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;1996;8.366
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;1995;793
Total fincas urbanas;33 Asturias;No consta;Importe de hipotecas;1994;2.031
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;2003;1.919
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;2002;1.660
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;2001;1.554
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;2000;1.660
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;1999;1.824
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;1998;1.216
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;1997;1.404
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;1996;1.483
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;1995;1.407
Total fincas urbanas;05 Ávila;Total;Número de hipotecas;1994;997
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;2003;191.188
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;2002;156.947
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;2001;148.386
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;2000;117.750
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;1999;126.176
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;1998;67.151
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;1997;103.879
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;1996;70.841
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;1995;64.278
Total fincas urbanas;05 Ávila;Total;Importe de hipotecas;1994;40.863
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;2003;83
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;2002;91
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;2001;74
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;2000;80
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;1999;69
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;1998;81
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;1997;89
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;1996;97
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;1995;77
Total fincas urbanas;05 Ávila;Hasta 9 años;Número de hipotecas;1994;70
Total fincas urbanas;05 Ávila;Hasta 9 años;Importe de hipotecas;2003;34.538
Total fincas urbanas;05 Ávila;Hasta 9 años;Importe de hipotecas;2002;21.418
Total fincas urbanas;05 Ávila;Hasta 9 años;Importe de hipotecas;2001;20.096
